report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2019-12-24,103035,44548,18797,983,41415,64921,16089,18334
2019-12-31,107231,47567,21383,1413,41727,68323,16524,16112
2020-01-07,98155,40579,17511,1776,38547,62380,17253,16488
2020-01-14,101986,45447,18701,239,39288,66157,17012,16889
2020-01-21,103776,46079,14018,2644,36624,69154,18429,17960
2020-01-28,104839,47502,9258,4764,34873,74298,17700,16519
2020-02-04,102581,48385,10653,2646,33805,72444,17745,16838
2020-02-11,102421,38083,8929,9104,37136,67071,18098,17317
2020-02-18,103471,37277,10040,10877,37185,64863,18132,17691
2020-02-25,101468,36672,10310,7295,37478,71016,20023,12847
2020-03-03,89696,25077,10710,4071,45651,62918,14897,11997
2020-03-10,85485,23150,7208,3252,44781,63344,14302,11681
2020-03-17,82681,14931,5813,1308,52536,62657,13906,12903
2020-03-24,50161,8780,6117,820,28123,33600,12438,9624
2020-03-31,56387,7435,17079,54,38432,26905,10466,12349
2020-04-07,53991,11361,17480,329,32996,21491,9305,14691
2020-04-14,60399,12443,20392,576,37307,23805,10073,15626
2020-04-21,61596,12798,24017,483,38856,21868,9459,15228
2020-04-28,67502,12516,25469,1563,43299,24058,10124,16412
2020-05-05,66467,12646,28879,369,42582,20785,10870,16434
2020-05-12,69605,12606,29169,884,45014,23092,11101,16460
2020-05-19,73683,10942,26787,1351,49867,27003,11523,18542
2020-05-26,77578,12450,26835,2356,51062,29486,11710,18901
2020-06-02,78116,14160,31886,1869,50094,27540,11993,16821
2020-06-09,79446,16212,30400,1651,48016,31138,13567,16257
2020-06-16,92360,12796,41548,4627,61616,31319,13321,14866
2020-06-23,72922,13683,42379,1555,45810,15227,11874,13761
2020-06-30,74776,13861,39737,1804,46381,17561,12730,15674
2020-07-07,71687,15209,37099,1599,42386,18653,12493,14336
2020-07-14,80049,28340,35724,672,38608,28228,12429,15425
2020-07-21,79490,26574,35320,353,39434,28420,13129,15397
2020-07-28,82234,27827,34130,186,39675,32860,14546,15058
2020-08-04,90307,32465,38856,180,43390,36750,14272,14521
2020-08-11,94783,33600,36795,471,45913,43475,14799,14042
2020-08-18,92457,31878,35098,1074,43811,43163,15694,13122
2020-08-25,84487,25755,34659,1501,40949,35203,16282,13124
2020-09-01,82005,24142,32970,2410,38852,33277,16601,13348
2020-09-08,73366,18874,35094,1219,37410,25546,15863,11507
2020-09-15,88175,19869,35751,2708,48863,38227,16735,11489
2020-09-22,69772,17360,34691,943,35937,22061,15532,12077
2020-09-29,74049,23590,34739,1184,34245,27202,15030,10924
2020-10-06,85762,33355,34717,908,37023,39071,14476,11066
2020-10-13,89977,34184,33675,536,39878,42970,15379,12796
2020-10-20,95129,41397,35069,547,36995,49015,16190,10498
2020-10-27,97270,37572,34995,1097,40169,50064,18432,11114
2020-11-03,89194,28607,32138,962,44020,45201,15605,10893
2020-11-10,93683,33225,34201,600,44070,47716,15788,11166
2020-11-17,95967,29843,34615,475,48741,48062,16908,12815
2020-11-24,98586,26093,35771,2771,52284,47802,17438,12242
2020-12-01,94068,21044,37305,1360,53100,43179,18564,12224
2020-12-08,102716,25088,37741,1144,59126,48505,17358,15326
2020-12-15,107174,21545,39185,2177,64022,51404,19430,14408
2020-12-21,81544,23435,36434,1869,40690,29942,15550,13299
2020-12-29,81838,23828,36291,1481,39709,32931,16820,11135
2021-01-05,81200,24078,36738,1108,38910,32580,17104,10774
2021-01-12,84211,24275,36598,1400,40438,33885,18098,12328
2021-01-19,86628,22265,35984,1930,45493,37768,16940,10946
2021-01-26,89513,22925,38247,2775,47641,36953,16172,11538
2021-02-02,99778,33318,39048,2101,45580,46258,18779,12371
2021-02-09,99658,34965,38811,1948,44303,45861,18442,13038
2021-02-16,93884,29678,37180,1871,44098,41787,18237,13046
2021-02-23,92079,29519,36226,1834,42799,41804,17927,12215
2021-03-02,89395,19849,40681,3007,49550,33843,16989,11864
2021-03-09,92804,16265,40566,1357,57993,38043,17189,12838
2021-03-16,108863,18684,37374,3580,67217,53802,19382,14107
2021-03-23,90880,21477,35287,2806,47994,40524,18603,12263
2021-03-30,89447,22443,36993,2185,46354,37856,18465,12413
2021-04-06,94240,26641,38696,2975,44323,40189,20301,12380
2021-04-13,92143,27072,38459,2745,41181,39032,21145,11907
2021-04-20,91234,25076,33963,2961,41883,42624,21314,11686
2021-04-27,91200,25521,33577,2725,42786,43445,20168,11453
2021-05-04,91983,27923,33217,2450,42372,43336,19238,12980
2021-05-11,98643,30972,38315,2937,45965,44841,18769,12550
2021-05-18,95668,29894,38922,2537,45216,42589,18021,11620
2021-05-25,98816,31409,44453,2064,47672,41409,17671,10890
2021-06-01,103242,34280,44045,2435,48335,45167,18192,11595
2021-06-08,106294,33096,41916,6516,47664,46892,19018,10970
2021-06-15,119404,30655,40744,8177,56505,57923,24067,12560
2021-06-22,102617,27861,43008,4664,52334,44127,17758,10818
2021-06-29,105627,38688,39513,2119,46906,53739,17914,10256
2021-07-06,105971,40085,33736,2465,46373,59078,17048,10692
2021-07-13,111654,46678,37467,1825,44513,61199,18638,11163
2021-07-20,102700,37851,41771,3279,45349,45771,16221,11879
2021-07-27,102554,40566,40939,1683,42640,47456,17665,12476
2021-08-03,110815,48407,41826,2172,42252,54503,17984,12314
2021-08-10,114756,46893,44005,2796,47483,54793,17584,13162
2021-08-17,107925,42250,46196,2134,46215,47299,17326,12296
2021-08-24,107693,43700,45092,900,45216,50730,17877,10971
2021-08-31,109275,43851,46393,770,46373,51099,18281,11013
2021-09-07,106780,34553,44696,3060,49517,47749,19650,11275
2021-09-14,121065,32212,44113,5136,62132,60243,21585,11573
2021-09-21,95884,24785,41586,2046,50954,41065,18099,11187
2021-09-28,98544,29684,37365,1664,49924,47899,17272,11616
2021-10-05,96240,29290,35465,1768,47776,46734,17406,12273
2021-10-12,102040,32183,36466,1898,49542,52661,18417,11015
2021-10-19,106040,40105,36474,2372,46155,54323,17408,12871
2021-10-26,109296,41551,39814,1942,48390,53568,17413,13972
2021-11-02,114131,45902,40814,1808,48200,57107,18221,14402
2021-11-09,103466,36568,37982,2436,46028,49024,18434,14024
2021-11-16,103799,36563,40841,2247,47412,47835,17577,12876
2021-11-23,106092,39132,41283,738,46566,51930,19656,12141
2021-11-30,101603,34083,40919,1099,48778,46260,17643,13325
2021-12-07,103059,37728,42281,434,48612,45432,16285,14912
2021-12-14,120668,31182,37859,4441,65821,62108,19224,16260
2021-12-21,91384,27362,36627,555,47350,42564,16117,11638
2021-12-28,96749,35616,36774,549,45963,47892,14621,11534
2022-01-04,101757,41883,34649,685,43753,52924,15436,13499
2022-01-11,93134,32403,35206,971,44590,44954,15170,12003
2022-01-18,94701,24624,34968,1640,51764,46925,16673,11168
2022-01-25,92635,25929,36206,1397,49635,43629,15674,11403
2022-02-01,87365,24457,34034,1250,47244,39830,14414,12251
